id,name,type,kosher,rest_price_level,city,address
80268578,סושי מן,מסעדה אסייאתית,TRUE,,חיפה,פלימן משה 4
80276088,המסילה - בר ישראלי,פאבים וברים,FALSE,,חיפה,שד' הנשיא 135
80112856,קפה קפה גרנד קניון חיפה - cafe cafe,בתי קפה,FALSE,1,חיפה,דרך שמחה גולן
80364681,SUSHICITY,מסעדה אסייאתית,FALSE,,חיפה,חיפה
80308954,סאנסט בר,פאבים וברים,FALSE,,חיפה,חלוצי התעשייה 79
80119796,עולם האוכל,מסעדה מזרחית,FALSE,1,חיפה,השיש 31
80252228,מאפיית המוציא לחם מן הארץ,קונדיטוריה ומאפיות,TRUE,1,חיפה,שער פלמר 1
80327580,מסעדת אבו עלי,,FALSE,,חיפה,חיפה
80351173,שווארמה כאוס,חומוסייה,FALSE,,חיפה,הרצל 37
80344318,Mil? Mala,,FALSE,,חיפה,סירקין 21
80282751,אחעלמלא - חומוס ועוד,חומוסייה,TRUE,1,חיפה,השיש 48
80319987,פיצה לה בלה,פיצריות,FALSE,,חיפה,מאיר הזורע 1
80132181,בלקון,מסעדת בשרים,FALSE,2,חיפה,שד' בן גוריון 40
80244077,קפה עלית-אספרסו בר,בתי קפה,TRUE,1,חיפה,שכ' כפר סמיר 7
80342887,Lebakery,קונדיטוריה ומאפיות,FALSE,,חיפה,חיפה
80351486,סושי מאנמי,מטבח ביתי,FALSE,,חיפה,חיפה
80323483,רובן קריות,מסעדת בשרים,FALSE,,חיפה,שד' ההסתדרות 248
77380730,חומוס זיו של דני חיפה,חומוסייה,TRUE,1,חיפה,שד' טרומפלדור 54
80215827,נוצ'ולה-גלידריה,גלידריות,FALSE,1,חיפה,שד' טרומפלדור 56
80347663,סביח התחתית,,FALSE,,חיפה,הנמל 27
80013902,הנמל 24 - Hanamal 24,מסעדה צרפתית,FALSE,2,חיפה,הנמל 24
80287782,caffe nuna קפה נונה,בתי קפה,TRUE,,חיפה,חיפה
80369134,STELLA,,FALSE,,חיפה,חיפה
80354607,השנצלייה,,FALSE,,חיפה,חלוצי התעשייה 11
80362397,טיסטי קורנר - tasty corner,מסעדת קונספט,FALSE,,חיפה,חיפה
80307348,אדיס גריל - Eddi's Grill,מסעדת בשרים,FALSE,,חיפה,"י""ל פרץ 31"
80122721,אמרטי,פיצריות,FALSE,1,חיפה,"פלמ""ח 25"
80306892,MR. BUN BURGER - MR.BUN BURGER,מסעדת המבורגרים,FALSE,2,חיפה,נתיב האור 1
80319297,חומוס ברדיצ'ב,חומוסייה,TRUE,1,חיפה,שד' טרומפלדור 53
80367011,פלאפל עוז,,FALSE,,חיפה,חיפה
80118914,אליאחור - Al Yakhour,חומוסייה,FALSE,,חיפה,שד' בן גוריון 24
64342860,איל פרסקו - il fresco,פיצריות,FALSE,,חיפה,דרך שמחה גולן 54
80334060,Al Yakour House,,FALSE,,חיפה,חיפה
80369589,סנדוויץ חלה בעיר,,FALSE,,חיפה,חיפה
80142190,אפטר דארק,מסעדת בשרים,FALSE,,חיפה,דרך יפו 30
80127588,חומוס אבו גוש,חומוסייה,FALSE,,חיפה,שד' ההסתדרות 55
80364724,שווארמה סאלח באשא,,FALSE,,חיפה,חיפה
