dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,place_id,name,rating,price_level,user_ratings_total,website,city,street,street_number,full_address,geo_location,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday
True,True,True,,,,True,True,,,True,,,ChIJjwK3Gfm3HRUR6-3CgxUB4qc,אמריקן בורגר (קרית ים),5.0,,3,True,קרית ים,מרטין בובר,2,"מרטין בובר 2, קרית ים","{'lat': 32.84265390000001, 'lng': 35.0686246}",,,,,,,,,,
True,,True,True,True,True,True,True,True,True,True,True,,ChIJ-ZDNHBi3HRURu1c8rl8hpKE,מסעדת שלה,4.3,2.0,1620,False,קרית מוצקין,יששכר,15,"יששכר 15, קרית מוצקין","{'lat': 32.8339958, 'lng': 35.0713234}","[690, 1350]","[690, 1350]","[690, 1350]","[690, 1350]","[690, 1350]","[510, 840]","[1105, 1379]",690.0,1350.0,True
True,,,,,,,,,,True,,,ChIJNXNraUyxHRURJu_0D82C92Q,קייטרינג אורגנו,4.2,,5,False,חיפה,חלוצי התעשיה,73,"חלוצי התעשיה 73, חיפה","{'lat': 32.818965, 'lng': 35.0535007}","[660, 1140]","[660, 1140]","[660, 1140]","[660, 1140]","[660, 1140]","[420, 900]","[-1, -1]",660.0,1140.0,False
True,,,False,,,,,,False,True,,,ChIJ9yX3TIO3HRUR-3sJlkxR5H4,פלאפל ברכת שמים,4.8,,18,False,חיפה,משה חיים שפירא,49,"משה חיים שפירא 49, חיפה","{'lat': 32.8408396, 'lng': 35.0699479}","[720, 1260]","[720, 1260]","[720, 1260]","[720, 1260]","[720, 1260]","[0, 1440]","[-1, -1]",720.0,1260.0,True
True,,True,,,,,,,,True,,True,ChIJQx4t5Cq3HRURBXBLzYjcNnI,פרידמנס,5.0,,7,False,חיפה,קדושי השואה,,"קדושי השואה, חיפה","{'lat': 32.8409421, 'lng': 35.0699241}","[720, 1260]","[720, 1320]","[720, 1320]","[720, 1320]","[720, 1530]","[-1, -1]","[-1, -1]",720.0,1350.0,False
True,True,True,,,,True,True,,,True,,,ChIJE1lp3hG3HRUR5iak-y4bXwo,שווארמה צמרת קרית ים,4.4,,5,True,קרית ים,מרדכי נמיר,11,"מרדכי נמיר 11, קרית ים","{'lat': 32.84412210000001, 'lng': 35.0678303}","[630, 1380]","[630, 1380]","[630, 1380]","[630, 1380]","[630, 1380]","[660, 900]","[-1, -1]",630.0,1380.0,False
True,,True,False,,,,True,,False,True,,,ChIJE1lp3hG3HRURTvtC9ungCUY,שווארמה פלאפל הנשיא,5.0,,10,False,קרית ים,מרדכי נמיר,11,"מרדכי נמיר 11, קרית ים","{'lat': 32.84412210000001, 'lng': 35.0678303}","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[600, 900]","[-1, -1]",600.0,1200.0,False
True,,,,,,,True,,,True,,,ChIJx6Cv3hG3HRURNhitYPXCuGA,פלנצ'ה גריל,4.0,,1,False,קרית ים,מרדכי נמיר,9,"מרדכי נמיר 9, קרית ים","{'lat': 32.8440285, 'lng': 35.0680313}",,,,,,,,,,
True,False,True,True,True,True,True,True,True,True,True,True,,ChIJe7YehUO3HRUR6kzOHuIWZl0,אמיגוס,3.9,2.0,1356,True,קרית ים,ספיר פנחס,1,"ספיר פנחס 1, קרית ים","{'lat': 32.8485494, 'lng': 35.0621333}","[480, 1500]","[480, 1500]","[480, 1500]","[480, 1500]","[480, 1500]","[480, 1500]","[480, 1500]",480.0,1500.0,True
True,True,True,True,True,,,True,,,True,True,,ChIJQQo0rLSwHRURvdix_U2Wu1w,מסעדת כוכב המזרח - האחים דיאב,4.5,1.0,151,True,חיפה,חלוצי התעשיה,100,"חלוצי התעשיה 100, חיפה","{'lat': 32.8185446, 'lng': 35.05602210000001}","[480, 1020]","[480, 1020]","[480, 1020]","[480, 1020]","[480, 1020]","[480, 900]","[-1, -1]",480.0,1020.0,False
True,True,True,True,,,True,True,,True,True,True,True,ChIJsUhK0zC3HRURL9frZlH5okw,Momo Kitchen Bar,4.1,2.0,500,True,חיפה,AHI EILAT,7,"AHI EILAT 7, חיפה","{'lat': 32.8228909, 'lng': 35.0663375}","[1140, 1560]","[1140, 1560]","[1140, 1560]","[1140, 1560]","[1140, 1560]","[750, 1050]","[1140, 1560]",1140.0,1560.0,True
True,,,,,,,True,,,True,True,,ChIJffJdBx-xHRUR7HzGp2hzdnU,בית העגל,4.7,1.0,20,False,חיפה,חלוצי התעשיה,94,"חלוצי התעשיה 94, חיפה","{'lat': 32.81824029999999, 'lng': 35.0566953}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJabsOx7SwHRURNRsn3WuBBOs,סנדוויץ בר,1.0,,2,False,חיפה,חלוצי התעשיה,,"חלוצי התעשיה, חיפה","{'lat': 32.817436, 'lng': 35.056822}","[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[600, 1380]","[-1, -1]","[-1, -1]",600.0,1380.0,False
True,,,,,,,,,,True,,,ChIJyy1bta2wHRURL1URcSchFUY,חומוסיית אבו מרון,4.1,,12,False,חיפה,קצנשטיין,22,"קצנשטיין 22, חיפה","{'lat': 32.8176572, 'lng': 35.047132}",,,,,,,,,,
True,True,,,,,,,,,True,,True,ChIJwUTdAPaxHRURwdDve4DOgzg,גריל בר 58,5.0,,1,False,חיפה,דרך יוליוס סימון,42,"דרך יוליוס סימון 42, חיפה","{'lat': 32.8173067, 'lng': 35.0479016}","[420, 960]","[420, 960]","[420, 960]","[420, 960]","[420, 960]","[420, 840]","[-1, -1]",420.0,960.0,False
True,,,,,,,,,,True,,,ChIJf8ALx62wHRURAXjbm_pO1z4,סנדוויץ' בר - קבצ'וק,5.0,,4,False,חיפה,דרך יוליוס סימון,42,"דרך יוליוס סימון 42, חיפה","{'lat': 32.8173064, 'lng': 35.04790159999999}","[405, 1005]","[405, 1005]","[405, 1005]","[405, 1005]","[405, 1005]","[405, 810]","[-1, -1]",405.0,1005.0,False
True,True,True,,,,,True,,,True,True,True,ChIJnSTDCAGxHRUReZjBfSZhM6c,מעדני יעקב,4.9,,13,False,חיפה,יהודה איתין,5,"מרכז אדמירליטי, יהודה איתין 5, חיפה","{'lat': 32.8163956, 'lng': 35.0505673}","[480, 840]","[-1, -1]","[-1, -1]","[-1, -1]","[720, 1140]","[480, 840]","[-1, -1]",239.4,395.4,False
True,,,,True,,,True,,,True,,,ChIJga2Zx62wHRURIqemwbipeVE,אבו מרון קריות,4.3,1.0,249,False,חיפה,דרך יוליוס סימון,42,"דרך יוליוס סימון 42, חיפה","{'lat': 32.8175141, 'lng': 35.0468716}",,,,,,,,,,
True,True,True,True,False,False,True,True,,False,True,True,,ChIJgYJf2jC3HRURPyeoNpiLaxQ,רובן- קרית חיים,4.4,2.0,1060,True,חיפה,"אח""י אילת",10,"אח""י אילת 10","{'lat': 32.822861, 'lng': 35.0672704}","[690, 1500]","[690, 1500]","[690, 1500]","[690, 1500]","[690, 1620]","[660, 840]","[1095, 1560]",690.0,1524.0,True
True,True,,,,,,True,,,True,,,ChIJPZ1zNZ23HRURlFwckydfAGY,הבאניה - מסעדת מזון מהיר בסגנון אסיאתי,3.8,,23,False,חיפה,"שדרות אח""י אילת",10,"שדרות אח""י אילת 10, חיפה","{'lat': 32.8227742, 'lng': 35.067327}","[660, 1425]","[660, 1425]","[660, 1425]","[660, 1425]","[660, 1425]","[-1, -1]","[1115, 1425]",660.0,1425.0,False
True,True,True,False,True,,,True,,,True,True,,ChIJMTqmPTe3HRUREAwtlQqx_1s,הג'חנון מבית אמא,3.8,1.0,187,True,11,"שדרות אח""י אילת",,"שדרות אח""י אילת, 11","{'lat': 32.8223539, 'lng': 35.0676168}","[690, 1620]","[690, 1620]","[690, 1620]","[690, 1620]","[690, 1620]","[-1, -1]","[480, 1620]",690.0,1620.0,True
True,True,True,False,False,,True,True,,False,True,,,ChIJebiACWq3HRURwi8817cOAGM,פיצה טורינו,4.5,1.0,405,False,חיפה,"שדרות אח""י אילת",11,"שדרות אח""י אילת 11, חיפה","{'lat': 32.8222918, 'lng': 35.0676788}","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]","[540, 900]","[1080, 1440]",600.0,1440.0,True
True,True,True,True,False,True,True,True,True,True,True,True,True,ChIJfUpD5zC3HRURpevbuMGAezI,בורגוס בורגר בר,4.4,2.0,2550,True,חיפה,"שדרות אח""י אילת",12,"שדרות אח""י אילת 12, חיפה","{'lat': 32.822519, 'lng': 35.067778}","[720, 1500]","[720, 1500]","[720, 1500]","[720, 1500]","[720, 1500]","[720, 1500]","[720, 1500]",720.0,1500.0,True
True,,True,,,,,True,,,True,,,ChIJoWGxkfmxHRURJkWFaTAxhfU,סבתוש-שניצל בחלה,4.3,,44,True,חיפה,העמלים,1,"העמלים 1, חיפה","{'lat': 32.8146057, 'lng': 35.061058}","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[630, 960]","[-1, -1]",630.0,1320.0,False
True,True,,,,,,True,,,True,,,ChIJN5a34DC3HRUR6os5BpOWB4k,השווארמה של גדי,4.0,,208,True,חיפה,"שדרות אח""י אילת",11,"שדרות אח""י אילת 11, חיפה","{'lat': 32.82231220000001, 'lng': 35.067748}","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 900]","[-1, -1]",540.0,1320.0,False
True,,,,,,,True,,,True,,,ChIJQY6vfLWwHRURGNTkg9QBndE,סנדויץ גריל,4.2,1.0,23,False,חיפה,חלוצי התעשיה,47,"חלוצי התעשיה 47, חיפה","{'lat': 32.814169, 'lng': 35.061874}",,,,,,,,,,
True,,False,False,True,True,True,True,False,False,True,,True,ChIJd-Fj4ie3HRURAuwT4ExkrLY,סחבק,4.7,,21,False,חיפה,"שדרות אח""י אילת",16,"שדרות אח""י אילת 16, חיפה","{'lat': 32.82196139999999, 'lng': 35.0689716}","[660, 1560]","[660, 1560]","[660, 1560]","[660, 1560]","[660, 1680]","[-1, -1]","[1230, 1680]",660.0,1584.0,False
True,True,,,,,True,True,,,True,,True,ChIJU6OZQA63HRURa2sFyy8yOns,Wasabi,3.6,,42,True,חיפה,"שדרות אח""י אילת",15,"שדרות אח""י אילת 15, חיפה","{'lat': 32.8216688, 'lng': 35.0690718}","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1380]","[660, 1380]","[660, 1320]",660.0,1332.0,True
True,,,,,,,,,,True,,,ChIJy80-xjO3HRUR2nkP0QUAaVE,razeletamid,4.5,,4,False,חיפה,יצחק בן צבי,,"יצחק בן צבי, חיפה","{'lat': 32.818397, 'lng': 35.0682773}",,,,,,,,,,
True,True,True,,,,True,True,,,True,,True,ChIJPb8Idka3HRURG9yFS4XPncg,הפסטות של שחר - ארוחות פרטיות עד הבית,4.7,,14,True,חיפה,ששת הימים,4,"ששת הימים 4, חיפה","{'lat': 32.825764, 'lng': 35.07075740000001}","[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]",540.0,1200.0,True
True,True,True,True,,,True,True,True,True,True,True,True,ChIJeSSzJNixHRURZedifBSQjFE,vivino - קריות,4.5,2.0,2629,True,חיפה,הקיטור,21,"הקיטור 21, חיפה","{'lat': 32.8095436, 'lng': 35.0576215}","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1410]","[720, 1380]","[720, 1380]",720.0,1386.0,True
True,True,,,,,True,True,,False,True,True,True,ChIJVxv74AixHRURnPvLq7TjIaU,קיי אף סי,3.2,,605,True,חיפה,הקיטור,10,"הקיטור 10, חיפה","{'lat': 32.8092962, 'lng': 35.0572577}","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1380]",660.0,1320.0,True
True,,,,,,,,,,True,,,ChIJUbtDuqmxHRUROZiZk0cmO4Y,TAKE עוף,5.0,,1,False,חיפה,הקיטור,,"הקיטור, חיפה","{'lat': 32.8092299, 'lng': 35.0573197}",,,,,,,,,,
True,,True,True,True,True,True,True,True,True,True,True,,ChIJGyyrGpWxHRURCbInQfW6vMA,ביגה,4.1,2.0,1587,True,חיפה,החרושת,,"החרושת, חיפה","{'lat': 32.8080515, 'lng': 35.0554013}","[510, 1320]","[510, 1320]","[510, 1320]","[510, 1320]","[510, 1320]","[510, 780]","[1110, 1320]",510.0,1320.0,False
True,True,True,True,False,True,True,True,,True,True,True,,ChIJQ6H1LLqwHRURHhSfBrrZuYo,אווזיי חיפה,3.8,2.0,1402,True,חיפה,החרושת,26,"החרושת 26, חיפה","{'lat': 32.8082336, 'lng': 35.056327}","[720, 1410]","[720, 1410]","[720, 1410]","[720, 1410]","[720, 1410]","[720, 1410]","[720, 1410]",720.0,1410.0,True
True,False,,False,True,True,True,True,True,False,True,True,,ChIJf84ggbmwHRUR1qecjHkPQx0,ארומה,4.1,2.0,1343,True,חיפה,,,"צומת חוצות המפרץ קריית חיים, חיפה","{'lat': 32.8074415, 'lng': 35.0565849}","[420, 1230]","[420, 1230]","[420, 1230]","[420, 1230]","[420, 1230]","[420, 810]","[-1, -1]",420.0,1230.0,False
True,True,,,,,,,,,True,,True,ChIJ5WORM6uxHRURCJodJgXHLNc,בורקס טורקי השיש,5.0,,2,False,חיפה,השיש,49,"השיש 49, חיפה","{'lat': 32.8081296, 'lng': 35.05928950000001}","[450, 990]","[450, 990]","[450, 990]","[450, 990]","[450, 990]","[450, 840]","[-1, -1]",450.0,990.0,False
True,,,,,,,,,,True,,,ChIJlZeq7bewHRURgAN-Q3b4wlw,מזנון הפלאפל,4.3,,7,False,חיפה,השיש,47,"השיש 47, חיפה","{'lat': 32.8082102, 'lng': 35.05963920000001}",,,,,,,,,,
True,True,True,False,,False,True,True,,False,True,,,ChIJOWrpNciwHRURYx01ts5ejJA,עולם האוכל,4.1,1.0,221,False,מפרץ חיפה,השיש,31,"השיש 31, מפרץ חיפה","{'lat': 32.80835, 'lng': 35.061492}","[540, 960]","[540, 960]","[540, 960]","[540, 960]","[540, 960]","[540, 900]","[-1, -1]",540.0,960.0,False
True,True,True,False,,False,True,True,,False,True,True,,ChIJQTmc9AO7HRURva5-GgWgoCw,סביח גריל בשרים,4.6,1.0,538,True,חיפה,שדרות ההסתדרות,211,"שדרות ההסתדרות 211, חיפה","{'lat': 32.8074367, 'lng': 35.0609887}","[690, 1020]","[690, 1020]","[690, 1020]","[690, 1020]","[690, 1020]","[-1, -1]","[-1, -1]",690.0,1020.0,False
True,True,,,,,,,,,True,,True,ChIJv0bJev2xHRURVgeyEhlpjS8,סנדוויץ בובי,5.0,,1,False,חיפה,חלוצי התעשיה,19,"חלוצי התעשיה 19, חיפה","{'lat': 32.812212099999996, 'lng': 35.0657001}","[420, 1020]","[420, 1020]","[420, 1020]","[420, 1020]","[420, 1020]","[420, 840]","[-1, -1]",420.0,1020.0,False
True,,True,True,,,True,True,,True,,,,ChIJ4cBGQF-xHRURrj1CLTJYZO0,פנורמה סטייל Панорама стиль,4.3,,296,True,חיפה,חלוצי התעשיה,19,"חלוצי התעשיה 19, חיפה","{'lat': 32.812212099999996, 'lng': 35.0657001}",,,,,,,,,,
True,,,,,,,,,,,,,ChIJvS-AhsuwHRURCb5Gjb-Myuk,מלך הפיצוחים,5.0,,1,False,חיפה,חלוצי התעשיה,24,"חלוצי התעשיה 24, חיפה","{'lat': 32.81236860000001, 'lng': 35.0660038}",,,,,,,,,,
True,,,False,,,,,,False,True,,,ChIJ_ZgTbsywHRUR3yNp1YlyIOQ,פלאפל אוריון,3.8,,6,False,חיפה,חלוצי התעשיה,11,"חלוצי התעשיה 11, חיפה","{'lat': 32.8115539, 'lng': 35.0669536}","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]","[-1, -1]","[-1, -1]",540.0,1020.0,False
True,True,,False,,,True,True,True,False,True,True,,ChIJFZkTbsywHRURzpGItfB9bUI,השניצליה קריות,4.1,,94,True,חיפה,חלוצי התעשיה,11,"חלוצי התעשיה 11, חיפה","{'lat': 32.8114815, 'lng': 35.0670967}","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[-1, -1]","[-1, -1]",660.0,1320.0,False
True,True,True,,,,True,True,,,True,,,ChIJPeotbGuxHRURSK_KM0SgWxY,שיפודי עדן,4.0,,12,True,חיפה,שדרות ההסתדרות,233,"שדרות ההסתדרות 233, חיפה","{'lat': 32.8084139, 'lng': 35.06496909999999}","[540, 1320]","[540, 630]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]",540.0,1182.0,True
True,,,,,,,True,,,True,,,ChIJQTmc9AO7HRURRbACTu55RPs,המסעדה חומוס פול,5.0,,1,False,חיפה,שדרות ההסתדרות,206,"שדרות ההסתדרות 206, חיפה","{'lat': 32.8081341, 'lng': 35.0654741}","[540, 1230]","[540, 1230]","[540, 1230]","[540, 1230]","[540, 1230]","[540, 930]","[-1, -1]",540.0,1230.0,False
True,,True,False,False,False,True,True,,False,True,True,,ChIJ27Csns6wHRURfXYvPkmqcgM,שיפודי חיפה,4.3,1.0,1431,True,חיפה,שדרות ההסתדרות,249,"שדרות ההסתדרות 249, חיפה","{'lat': 32.80941, 'lng': 35.0675811}","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 840]","[-1, -1]",540.0,1320.0,False
True,,True,,,,True,True,,,True,True,,ChIJEepYI_SxHRURK5lE8sV3BaM,שיפודי ליאור חיפה,4.3,1.0,359,True,חיפה,שדרות ההסתדרות,247,"שדרות ההסתדרות 247, חיפה","{'lat': 32.8096351, 'lng': 35.0678558}","[660, 1260]","[660, 1260]","[660, 1260]","[660, 1260]","[660, 1260]","[660, 960]","[-1, -1]",660.0,1260.0,False
True,True,,False,,,,True,,False,True,,True,ChIJwbl4wwyxHRURVf9X-o74_Pw,Nisho נישו,4.9,,72,False,,,,Unnamed Road,"{'lat': 32.749506, 'lng': 35.06959450000001}","[465, 960]","[465, 960]","[465, 960]","[465, 960]","[465, 960]","[465, 960]","[-1, -1]",465.0,960.0,False
True,,,,,,,True,,,True,,,ChIJLU5XVbuxHRURUWeZ2xYlje0,חומוס יגור,3.8,,59,True,יגור,,,"מתחם חוצות, יגור","{'lat': 32.7498306, 'lng': 35.0699729}","[600, 930]","[600, 960]","[600, 960]","[600, 960]","[600, 960]","[660, 1020]","[660, 1020]",600.0,954.0,True
True,,,False,,,,,,False,,,,ChIJ42Jv1A23HRURJKUXfuU0eZ4,אקו קלין מנדפים וארובות,4.3,,11,True,קרית ים,לוי,4,"לוי 4, קרית ים","{'lat': 32.84721380000001, 'lng': 35.0663026}","[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]","[540, 1200]","[510, 900]","[-1, -1]",540.0,1200.0,False
True,,,,,,True,True,,,True,,,ChIJp2xGkOK3HRURA6XoBNREhiM,חוף הבתולה מסעדה,3.7,,26,False,Kiryat Yam,,,"49, Kiryat Yam","{'lat': 32.8546591, 'lng': 35.0654029}",,,,,,,,,,
True,True,True,False,,,,,,False,True,True,True,ChIJk-MMmKS3HRURdJdLH6xcInI,פיצה סטורי קרית ים,4.3,1.0,71,True,קרית ים,שד' ויצמן,26,"שד' ויצמן 26, קרית ים","{'lat': 32.8513453, 'lng': 35.0695042}","[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 900]","[1140, 1380]",660.0,1380.0,False
True,True,,,,,,True,,,True,,,ChIJKzSWQFq3HRUR-Cr0IoGivts,Пицца Шемеш,4.8,,4,True,קרית ים,שדרות וייצמן,26,"שדרות וייצמן 26, קרית ים","{'lat': 32.8513453, 'lng': 35.0695042}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJp1M-82-3HRUR8V4zxdE9AfQ,דג'עג'ה,5.0,,1,False,קרית ים,שדרות וייצמן,26,"שדרות וייצמן 26, קרית ים","{'lat': 32.8513453, 'lng': 35.0695042}",,,,,,,,,,
True,True,True,True,,,True,,,,True,True,,ChIJwdkXWoq3HRURQxMyPtNtcco,פורמנ'ס קרית ים,4.6,,163,True,קרית ים,שדרות וייצמן,19,"שדרות וייצמן 19, קרית ים","{'lat': 32.8506667, 'lng': 35.0705608}","[720, 1350]","[720, 1350]","[720, 1350]","[720, 1380]","[720, 1380]","[660, 840]","[1110, 1380]",720.0,1362.0,False
True,True,True,True,,,True,True,,,True,True,,ChIJb9-NcNa3HRUR86fg6oMIEJE,פורמנ'ס - פיצרייה איטלקית מהטאבון,4.7,2.0,271,True,קרית ים,שדרות וייצמן,19,"שדרות וייצמן 19, קרית ים","{'lat': 32.8506667, 'lng': 35.0705608}","[720, 1350]","[720, 1350]","[720, 1350]","[720, 1380]","[720, 1380]","[660, 900]","[1230, 1410]",720.0,1362.0,False
True,True,,,True,True,True,True,,,True,True,,ChIJWz95miC3HRURyfMWadkQ0cM,חומוס הנסיך,5.0,,2,False,קרית ים,שדרות וייצמן,10,"שדרות וייצמן 10, קרית ים","{'lat': 32.8510548, 'lng': 35.0705392}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJQ70OMwa3HRURsPJLCwOt2wU,פלאפל תימני,4.6,,16,False,קרית ים,שדרות וייצמן,10,"שדרות וייצמן 10, קרית ים","{'lat': 32.8510548, 'lng': 35.0705392}","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1290]","[660, 900]","[-1, -1]",600.0,1218.0,False
True,True,True,False,False,,True,True,,False,True,,,ChIJIZgOMwa3HRUR_k_5hiHVnIs,פיצה ונציה,4.5,1.0,112,True,קרית ים,שדרות וייצמן,16,"שדרות וייצמן 16, קרית ים","{'lat': 32.8508946, 'lng': 35.0711374}","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[-1, -1]","[1260, 1380]",720.0,1380.0,False
True,,,,,,,,,,True,,,ChIJU5Fq1Qe3HRUR2aVrraTcbP0,מזנון מאיר,3.0,,3,False,קרית ים,פינסקר,8,"פינסקר 8, קרית ים","{'lat': 32.8505523, 'lng': 35.0719296}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJz6CBYFm3HRUR52aHSBSwjXY,שיפוּדי גימל,3.0,,2,False,קרית ים,שדרות וייצמן,14,"שדרות וייצמן 14, קרית ים","{'lat': 32.8503725, 'lng': 35.07205500000001}","[540, 1020]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",107.2,203.2,False
True,False,,,,,,,,,True,,True,ChIJCV2S3V63HRURvlagJml6A10,יוסי בורקס,5.0,,5,True,קרית ים,יהודה הלוי,7,"יהודה הלוי 7, קרית ים","{'lat': 32.8505063, 'lng': 35.0723776}","[390, 960]","[390, 960]","[390, 960]","[390, 960]","[390, 960]","[390, 900]","[-1, -1]",390.0,960.0,False
True,,,,,,,,,,True,,,ChIJt59T0ge3HRURzadF1YyRC_o,חומוס פול דניאל,5.0,,1,False,קרית ים,יהודה הלוי,7,"יהודה הלוי 7, קרית ים","{'lat': 32.8505063, 'lng': 35.0723776}","[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[540, 900]","[660, 960]",480.0,1080.0,True
True,,,,,,,,,,True,,,ChIJMe_EFL23HRURJok2WXnpNqI,פינה החמה,5.0,,2,False,קרית ים,שדרות הנרייטה סולד,,"שדרות הנרייטה סולד, קרית ים","{'lat': 32.8474763, 'lng': 35.07268620000001}","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[-1, -1]",720.0,1380.0,True
True,True,True,True,,,True,True,,True,True,True,True,ChIJf-j-Ucq3HRUR8crkpIsS3Ak,TikTok Grillbar,4.7,2.0,100,True,קרית ים,שדרות הנרייטה סולד,50,"שדרות הנרייטה סולד 50, קרית ים","{'lat': 32.84926809999999, 'lng': 35.07418689999999}","[720, 1620]","[720, 1620]","[720, 1620]","[720, 1620]","[720, 1620]","[-1, -1]","[1020, 1620]",720.0,1620.0,True
True,True,True,False,,,True,True,,False,True,True,True,ChIJITuAKQm3HRURV6rz7eOlfro,מאמא שניצל,4.3,2.0,956,False,קרית ים,שדרות ירושלים,50,"שדרות ירושלים 50, קרית ים","{'lat': 32.8427945, 'lng': 35.070257}","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[-1, -1]","[-1, -1]",660.0,1320.0,False
True,True,True,,,,,True,,,True,,True,ChIJEWtjR5q3HRURmWcKzrRrqU4,פיתה מונטנה,4.8,,9,False,קרית ים,אירוס,1,"אירוס 1, קרית ים","{'lat': 32.84357, 'lng': 35.0713698}","[690, 1260]","[690, 1260]","[690, 1260]","[690, 1260]","[690, 1260]","[630, 930]","[-1, -1]",690.0,1260.0,False
True,,True,True,True,True,True,True,True,True,True,True,,ChIJXy2KGRC3HRUR4aQ9LWLswLY,קפה קפה כשר קרית ים,4.1,2.0,1629,True,קרית ים,אירוס,1,"אירוס 1, קרית ים","{'lat': 32.842966, 'lng': 35.0710359}","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[-1, -1]","[1050, 1440]",450.0,1380.0,True
True,,True,False,,,True,True,,False,True,True,True,ChIJBdaP3Vy3HRURktr8juuvlsA,שווארמה בעיר,4.3,2.0,225,True,קרית ים,שדרות ירושלים,79,"שדרות ירושלים 79, קרית ים","{'lat': 32.85071310000001, 'lng': 35.0770065}","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[-1, -1]","[-1, -1]",630.0,1320.0,False
True,,True,True,,,True,True,,,True,True,,ChIJ7Y0tnqm3HRURSKhaUJc7V0s,בית קפה בגירה,4.1,,104,True,קרית ים,פנחס לבון,13,"פנחס לבון 13, קרית ים","{'lat': 32.853971, 'lng': 35.0771256}","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1170]","[780, 1050]",540.0,1320.0,True
True,,,,,,,,,,True,,,ChIJdQwKZaq3HRURXjFC5ethPq4,מפגש גנדי,3.0,,1,False,קרית ים,הנגב,18,"הנגב 18, קרית ים","{'lat': 32.8512838, 'lng': 35.0795219}",,,,,,,,,,
True,True,True,True,,,True,True,,True,True,True,True,ChIJZ5_GM123HRUROLag7nxhiQQ,Tamar Gardens - גני תמר מסעדת בשרים,4.5,,13,True,קרית ים,הנגב,18,"הנגב 18, קרית ים","{'lat': 32.8513811, 'lng': 35.0795865}","[690, 1440]","[690, 1560]","[690, 1560]","[690, 1560]","[690, 1560]","[-1, -1]","[1200, 1560]",690.0,1536.0,False
True,,,,,,,,,,,,,ChIJL571jqu3HRURJrsv2gZrCZM,מזנון מרים,5.0,,1,True,קרית ים,שדרות ירושלים,99,"שדרות ירושלים 99, קרית ים","{'lat': 32.85510730000001, 'lng': 35.07917649999999}",,,,,,,,,,
True,,,,,,,,,,,,,ChIJ928L6aq3HRURo1wASv6HjzI,רון לי בשר,1.0,,2,False,קרית ים,לכיש,20,"לכיש 20, קרית ים","{'lat': 32.8514182, 'lng': 35.081212}",,,,,,,,,,
,,,,,,,,,,,True,,ChIJh1bFOxi3HRURu0J6LVGbu6M,לאקיסטון צפון,5.0,,1,False,קרית מוצקין,הרב בר אילן,3,"הרב בר אילן 3, קרית מוצקין","{'lat': 32.8346479, 'lng': 35.0727535}",,,,,,,,,,
