station_id,geo_location
10004,"{'lat': 32.827746, 'lng': 34.973801}"
14205,"{'lat': 32.819319, 'lng': 34.983858}"
14206,"{'lat': 32.825313, 'lng': 34.969654}"
14207,"{'lat': 32.820366, 'lng': 34.974378}"
14219,"{'lat': 32.785641, 'lng': 34.96277}"
14461,"{'lat': 32.760553, 'lng': 35.020055}"
10071,"{'lat': 32.782661, 'lng': 35.008563}"
10009,"{'lat': 32.824329, 'lng': 34.960586}"
10032,"{'lat': 32.795163, 'lng': 34.998103}"
9998,"{'lat': 32.785057, 'lng': 35.00959}"
10075,"{'lat': 32.766579, 'lng': 35.013972}"
14208,"{'lat': 32.798599, 'lng': 34.98792}"
14209,"{'lat': 32.822068, 'lng': 34.959228}"
14369,"{'lat': 32.814385, 'lng': 34.997822}"
10684,"{'lat': 32.795096, 'lng': 34.988057}"
10412,"{'lat': 32.797298, 'lng': 35.012303}"
10423,"{'lat': 32.795936, 'lng': 35.015809}"
10705,"{'lat': 32.794242, 'lng': 34.985384}"
10706,"{'lat': 32.790407, 'lng': 34.986907}"
10666,"{'lat': 32.826537, 'lng': 34.963502}"
9399,"{'lat': 32.805599, 'lng': 34.981795}"
9412,"{'lat': 32.793013, 'lng': 34.9912}"
9432,"{'lat': 32.787182, 'lng': 34.984546}"
9435,"{'lat': 32.769344, 'lng': 35.006551}"
10421,"{'lat': 32.798641, 'lng': 35.01134}"
10644,"{'lat': 32.81117, 'lng': 34.983355}"
10642,"{'lat': 32.810535, 'lng': 34.983812}"
10408,"{'lat': 32.791839, 'lng': 35.016501}"
10435,"{'lat': 32.824914, 'lng': 35.071822}"
10445,"{'lat': 32.830712, 'lng': 35.058481}"
10645,"{'lat': 32.81311, 'lng': 34.981533}"
10649,"{'lat': 32.81371, 'lng': 34.974127}"
10396,"{'lat': 32.802566, 'lng': 35.000369}"
10660,"{'lat': 32.821336, 'lng': 34.964059}"
10034,"{'lat': 32.804157, 'lng': 34.977861}"
10281,"{'lat': 32.804058, 'lng': 34.974225}"
10278,"{'lat': 32.802726, 'lng': 34.980587}"
10442,"{'lat': 32.833587, 'lng': 35.05706}"
10438,"{'lat': 32.821131, 'lng': 35.056634}"
10665,"{'lat': 32.827858, 'lng': 34.963841}"
10663,"{'lat': 32.825964, 'lng': 34.962807}"
10709,"{'lat': 32.81357, 'lng': 34.959171}"
10373,"{'lat': 32.825191, 'lng': 34.989452}"
10358,"{'lat': 32.81681, 'lng': 34.990082}"
10274,"{'lat': 32.807326, 'lng': 35.015469}"
10268,"{'lat': 32.818928, 'lng': 34.98809}"
10342,"{'lat': 32.827776, 'lng': 34.976005}"
10432,"{'lat': 32.833549, 'lng': 35.060253}"
10441,"{'lat': 32.835544, 'lng': 35.054659}"
10667,"{'lat': 32.815648, 'lng': 34.988764}"
10676,"{'lat': 32.807857, 'lng': 34.991518}"
10683,"{'lat': 32.796963, 'lng': 34.979499}"
10697,"{'lat': 32.787767, 'lng': 34.986037}"
10701,"{'lat': 32.788999, 'lng': 34.986599}"
10696,"{'lat': 32.785126, 'lng': 34.987303}"
1681,"{'lat': 32.816522, 'lng': 34.992567}"
