dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,takeout,wheelchair_accessible_entrance,curbside_pickup,website,price_level,sunday_open,sunday_close,wednesday_open,wednesday_close,friday_open,friday_close,saturday_open,saturday_close,open_on_saturday,geo_location,percent of religious,socio-economic rank,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher,grade
True,False,False,False,False,False,False,True,False,True,True,False,False,1.0,600.0,1200.0,600.0,1200.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8357677, 35.0654078]",0.0,734.2,9,50,7,20,0,22,,,83.188
True,True,False,False,False,False,True,True,False,True,True,True,True,1.0,660.0,1140.0,660.0,1140.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8360557, 35.0654101]",0.0,724.333,15,56,8,20,1,19,,,89.651
True,False,True,True,False,False,True,True,False,True,True,False,False,2.0,660.0,1380.0,660.0,1380.0,660.0,1380.0,660.0,1380.0,True,"[32.8433819, 35.0604858]",0.0,498.0,2,19,0,0,1,18,,False,86.0
True,True,False,False,False,False,False,False,False,True,True,False,True,2.0,720.0,1320.0,720.0,1320.0,-1.0,-1.0,1200.0,1380.0,False,"[32.8362593, 35.0655124]",0.0,724.333,18,58,8,20,1,20,פיצריות,False,90.641
True,True,True,False,False,True,True,True,True,True,True,True,False,2.0,630.0,1170.0,630.0,1170.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8365019, 35.0656916]",0.0,724.333,14,59,4,20,2,22,קונדיטוריה ומאפיות,False,60.501
True,False,True,False,True,False,False,True,True,True,True,True,True,1.0,480.0,1170.0,480.0,1170.0,480.0,990.0,510.0,1020.0,True,"[32.8274219, 35.0631318]",5.670457975986278,802.7227171314742,2,18,0,1,3,18,חומוסייה,False,92.0
True,False,False,False,False,False,False,False,False,True,True,False,False,2.0,1020.0,1215.0,1020.0,1215.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8335879, 35.0663735]",0.0,1024.0,2,39,1,20,0,22,,False,71.394
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.833333, 35.066667]",0.17,773.0,2,37,1,18,0,20,,,20.5
True,False,False,False,False,False,False,False,False,True,False,False,True,2.0,600.0,1320.0,600.0,1320.0,600.0,1320.0,600.0,1320.0,True,"[32.8224502, 35.0573756]",0.0,577.0,8,49,2,10,2,8,חומוסייה,True,31.499
True,False,False,False,False,False,True,True,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8222122, 35.0573616]",0.0,577.0,9,56,2,10,1,9,פאבים וברים,False,76.55
True,True,False,False,False,False,False,True,False,False,False,False,True,2.0,690.0,1500.0,690.0,1500.0,690.0,1500.0,690.0,1500.0,True,"[32.8217697, 35.058731]",0.0,577.0,3,55,0,10,0,11,,False,51.25
True,False,False,False,False,False,False,False,False,True,True,False,False,2.0,480.0,1110.0,480.0,1110.0,480.0,840.0,-1.0,-1.0,False,"[32.8206813, 35.051447]",0.0,577.0,10,50,1,10,0,7,,,66.56
True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8204219, 35.054873]",0.0,577.0,3,76,0,15,1,10,,,50.518
True,False,False,True,False,False,False,False,False,False,False,False,True,2.0,-1.0,-1.0,-1.0,-1.0,240.0,1440.0,-1.0,-1.0,True,"[32.8201763, 35.0512533]",0.0,577.0,8,57,1,14,0,7,,False,72.372
True,False,False,False,False,False,False,True,False,True,False,False,False,1.0,600.0,960.0,600.0,1020.0,465.0,870.0,-1.0,-1.0,False,"[32.8201675, 35.0560379]",0.0,577.0,17,72,2,15,1,10,מסעדת בשרים,True,83.923
True,False,False,False,False,False,False,True,False,True,False,False,False,2.0,660.0,1050.0,660.0,1050.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8431807, 35.0676778]",0.0,405.5,22,66,6,20,2,24,,,31.499
True,True,True,False,False,False,False,True,False,True,False,False,False,2.0,0.0,1440.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8431317, 35.067783]",0.0,405.5,19,67,6,20,2,24,,False,45.187
True,False,True,False,False,False,False,True,False,True,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8431317, 35.067783]",0.0,405.5,19,67,6,20,2,24,מטבח ביתי,False,51.25
True,True,True,False,False,False,True,True,False,True,True,False,True,1.0,600.0,1350.0,600.0,1350.0,540.0,870.0,1140.0,1410.0,False,"[32.8437832, 35.0672941]",5.53,430.222,20,65,10,18,1,27,פיצריות,False,86.0
True,True,True,False,False,False,True,True,False,True,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8426539, 35.0686246]",5.53,430.222,26,66,3,19,1,22,מסעדת המבורגרים,False,53.743
True,False,True,True,True,True,True,True,True,True,True,False,False,2.0,690.0,1350.0,690.0,1350.0,510.0,840.0,1105.0,1379.0,True,"[32.8339958, 35.0713234]",1.53,923.0,3,36,0,19,1,14,מסעדה איטלקית,True,86.0
True,False,False,False,False,False,False,False,False,True,False,False,False,1.0,660.0,1140.0,660.0,1140.0,420.0,900.0,-1.0,-1.0,False,"[32.818965, 35.0535007]",0.0,577.0,2,71,0,13,1,9,בתי קפה,False,47.223
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,720.0,1260.0,720.0,1260.0,0.0,1440.0,-1.0,-1.0,True,"[32.8408396, 35.0699479]",33.18,235.0,0,79,1,18,0,18,,False,68.251
True,False,True,False,False,False,False,False,False,True,False,True,False,2.0,720.0,1260.0,720.0,1320.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8409421, 35.0699241]",5.53,430.222,0,79,1,18,0,18,,,58.662
True,True,True,False,False,False,True,True,False,True,False,False,True,2.0,630.0,1380.0,630.0,1380.0,660.0,900.0,-1.0,-1.0,False,"[32.8441221, 35.0678303]",5.53,430.222,14,66,6,18,0,25,חומוסייה,True,49.472
True,False,True,False,False,False,False,True,False,True,False,False,False,2.0,600.0,1200.0,600.0,1200.0,600.0,900.0,-1.0,-1.0,False,"[32.8441221, 35.0678303]",5.53,430.222,14,66,6,18,0,25,חומוסייה,True,62.246
True,False,False,False,False,False,False,True,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8440285, 35.0680313]",5.53,430.222,14,65,7,18,0,26,סנדוויץ' בר,False,41.0
True,False,True,True,True,True,True,True,True,True,True,False,True,2.0,480.0,1500.0,480.0,1500.0,480.0,1500.0,480.0,1500.0,True,"[32.8485494, 35.0621333]",0.0,498.0,0,5,0,1,0,15,,False,78.0
True,True,True,True,True,False,False,True,False,True,True,False,True,1.0,480.0,1020.0,480.0,1020.0,480.0,900.0,-1.0,-1.0,False,"[32.8185446, 35.0560221]",0.0,577.0,13,67,2,15,1,10,מסעדת בשרים,True,89.953
True,True,True,True,False,False,True,True,False,True,True,True,True,2.0,1140.0,1560.0,1140.0,1560.0,750.0,1050.0,1140.0,1560.0,True,"[32.8228909, 35.0663375]",0.0,1146.312,7,49,3,25,2,14,,False,82.0
True,False,False,False,False,False,False,True,False,True,True,False,False,1.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8182403, 35.0566953]",0.0,577.0,15,65,3,14,1,12,,False,68.72
True,False,False,False,False,False,False,False,False,True,False,False,False,1.0,600.0,1380.0,600.0,1380.0,-1.0,-1.0,-1.0,-1.0,False,"[32.817436, 35.056822]",0.0,577.0,12,63,1,10,1,11,סנדוויץ' בר,True,10.5
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8176572, 35.047132]",5.670457975986278,802.7227171314742,1,23,4,7,1,4,חומוסייה,,52.944
True,True,False,False,False,False,False,False,False,True,False,True,False,2.0,420.0,960.0,420.0,960.0,420.0,840.0,-1.0,-1.0,False,"[32.8173067, 35.0479016]",5.670457975986278,802.7227171314742,4,25,4,7,1,4,מסעדת בשרים,False,51.25
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,405.0,1005.0,405.0,1005.0,405.0,810.0,-1.0,-1.0,False,"[32.8173064, 35.0479016]",5.670457975986278,802.7227171314742,4,25,4,7,1,4,,,54.983
True,True,True,False,False,False,False,True,False,True,True,True,False,2.0,480.0,840.0,-1.0,-1.0,480.0,840.0,-1.0,-1.0,False,"[32.8163956, 35.0505673]",5.670457975986278,802.7227171314742,7,31,0,10,0,7,קייטרינג,False,64.387
True,False,False,False,True,False,False,True,False,True,False,False,False,1.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8175141, 35.0468716]",5.670457975986278,802.7227171314742,1,18,4,6,0,4,חומוסייה,False,86.0
True,True,True,True,False,False,True,True,False,True,True,False,True,2.0,690.0,1500.0,690.0,1500.0,660.0,840.0,1095.0,1560.0,True,"[32.822861, 35.0672704]",0.0,1123.75,11,54,8,26,2,14,,False,88.0
True,True,False,False,False,False,False,True,False,True,False,False,False,2.0,660.0,1425.0,660.0,1425.0,-1.0,-1.0,1115.0,1425.0,False,"[32.8227742, 35.067327]",0.0,1121.45,11,55,8,27,2,14,,,57.723
True,True,True,False,True,False,False,True,False,True,True,False,True,1.0,690.0,1620.0,690.0,1620.0,-1.0,-1.0,480.0,1620.0,True,"[32.8223539, 35.0676168]",0.0,1121.45,9,58,7,27,2,14,,False,75.993
True,True,True,False,False,False,True,True,False,True,False,False,False,1.0,600.0,1440.0,600.0,1440.0,540.0,900.0,1080.0,1440.0,True,"[32.8222918, 35.0676788]",0.0,1121.45,9,58,7,27,2,14,פיצריות,True,90.0
True,True,True,True,False,True,True,True,True,True,True,True,True,2.0,720.0,1500.0,720.0,1500.0,720.0,1500.0,720.0,1500.0,True,"[32.822519, 35.067778]",0.0,1121.45,9,58,7,27,2,14,מסעדת המבורגרים,False,88.0
True,False,True,False,False,False,False,True,False,True,False,False,True,2.0,630.0,1320.0,630.0,1320.0,630.0,960.0,-1.0,-1.0,False,"[32.8146057, 35.061058]",5.670457975986278,802.7227171314742,11,49,1,7,3,9,,False,77.421
True,True,False,False,False,False,False,True,False,True,False,False,True,2.0,540.0,1320.0,540.0,1320.0,540.0,900.0,-1.0,-1.0,False,"[32.8223122, 35.067748]",0.0,1121.45,9,62,7,27,2,14,,False,79.998
True,False,False,False,False,False,False,True,False,True,False,False,False,1.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.814169, 35.061874]",5.670457975986278,802.7227171314742,4,54,1,10,3,10,סנדוויץ' בר,True,63.799
True,False,False,False,True,True,True,True,False,True,False,True,False,2.0,660.0,1560.0,660.0,1560.0,-1.0,-1.0,1230.0,1680.0,False,"[32.8219614, 35.0689716]",0.0,1121.45,6,65,5,27,0,16,,False,69.633
True,True,False,False,False,False,True,True,False,True,False,True,True,2.0,660.0,1320.0,660.0,1320.0,660.0,1380.0,660.0,1320.0,True,"[32.8216688, 35.0690718]",0.0,1121.45,6,64,5,28,1,15,מסעדה אסייאתית,False,64.145
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.818397, 35.0682773]",0.0,1022.0,1,58,0,23,1,13,,,49.485
True,True,True,False,False,False,True,True,False,True,False,True,True,2.0,540.0,1200.0,540.0,1200.0,540.0,1200.0,540.0,1200.0,True,"[32.825764, 35.0707574]",0.713,1111.773,0,63,0,26,1,12,,False,62.81
True,True,True,True,False,False,True,True,True,True,True,True,True,2.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,True,"[32.8095436, 35.0576215]",0.0,1228.0,0,74,2,29,0,15,,False,90.0
True,True,False,False,False,False,True,True,False,True,True,True,True,2.0,660.0,1320.0,660.0,1320.0,660.0,1320.0,660.0,1380.0,True,"[32.8092962, 35.0572577]",0.0,1228.0,0,79,3,29,0,15,,False,64.0
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8092299, 35.0573197]",0.0,1228.0,0,79,3,29,0,15,,,51.25
True,False,True,True,True,True,True,True,True,True,True,False,True,2.0,510.0,1320.0,510.0,1320.0,510.0,780.0,1110.0,1320.0,False,"[32.8080515, 35.0554013]",0.0,1228.0,17,78,2,25,1,9,בתי קפה,False,82.0
True,True,True,True,False,True,True,True,False,True,True,False,True,2.0,720.0,1410.0,720.0,1410.0,720.0,1410.0,720.0,1410.0,True,"[32.8082336, 35.056327]",0.0,1228.0,0,75,2,29,1,12,מסעדת בשרים,False,76.0
True,False,False,False,True,True,True,True,True,True,True,False,True,2.0,420.0,1230.0,420.0,1230.0,420.0,810.0,-1.0,-1.0,False,"[32.8074415, 35.0565849]",0.0,1228.0,1,78,1,29,1,12,מסעדה אסייאתית,True,82.0
True,True,False,False,False,False,False,False,False,True,False,True,False,2.0,450.0,990.0,450.0,990.0,450.0,840.0,-1.0,-1.0,False,"[32.8081296, 35.0592895]",0.0,1228.0,0,62,2,29,1,16,,,52.498
True,False,False,False,False,False,False,False,False,True,False,False,False,1.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8082102, 35.0596392]",0.0,1228.0,0,53,2,28,1,16,אוכל רחוב,True,50.449
True,True,True,False,False,False,True,True,False,True,False,False,False,1.0,540.0,960.0,540.0,960.0,540.0,900.0,-1.0,-1.0,False,"[32.80835, 35.061492]",0.0,1228.0,0,13,3,21,2,12,,,81.999
True,True,True,False,False,False,True,True,False,True,True,False,True,1.0,690.0,1020.0,690.0,1020.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8074367, 35.0609887]",0.0,1228.0,0,15,2,19,4,15,מסעדת בשרים,False,92.0
True,True,False,False,False,False,False,False,False,True,False,True,False,1.0,420.0,1020.0,420.0,1020.0,420.0,840.0,-1.0,-1.0,False,"[32.8122121, 35.0657001]",0.0,1228.0,10,45,2,34,2,15,סנדוויץ' בר,True,51.25
True,False,True,True,False,False,True,True,False,False,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8122121, 35.0657001]",0.0,1228.0,10,45,2,34,2,15,קייטרינג,True,86.0
True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8123686, 35.0660038]",0.0,1228.0,10,43,2,36,2,16,,,51.25
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,540.0,1020.0,540.0,1020.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8115539, 35.0669536]",0.0,1228.0,3,48,3,44,1,17,חומוסייה,False,43.658
True,True,False,False,False,False,True,True,True,True,True,False,True,2.0,660.0,1320.0,660.0,1320.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8114815, 35.0670967]",0.0,1228.0,2,52,7,44,1,17,,False,81.261
True,True,True,False,False,False,True,True,False,True,False,False,True,2.0,540.0,1320.0,540.0,1320.0,540.0,1320.0,540.0,1320.0,True,"[32.8084139, 35.0649691]",0.0,1228.0,0,20,1,29,1,13,,False,51.653
True,False,False,False,False,False,False,True,False,True,False,False,False,2.0,540.0,1230.0,540.0,1230.0,540.0,930.0,-1.0,-1.0,False,"[32.8081341, 35.0654741]",0.0,1228.0,0,15,1,31,1,14,חומוסייה,,51.25
True,False,True,False,False,False,True,True,False,True,True,False,True,1.0,540.0,1320.0,540.0,1320.0,540.0,840.0,-1.0,-1.0,False,"[32.80941, 35.0675811]",0.0,1228.0,0,37,4,41,0,17,שניצליה,True,86.0
True,False,True,False,False,False,True,True,False,True,True,False,True,1.0,660.0,1260.0,660.0,1260.0,660.0,960.0,-1.0,-1.0,False,"[32.8096351, 35.0678558]",0.0,1228.0,0,54,4,47,0,17,,,86.0
True,True,False,False,False,False,False,True,False,True,False,True,False,2.0,465.0,960.0,465.0,960.0,465.0,960.0,-1.0,-1.0,False,"[32.749506, 35.0695945]",5.670457975986278,802.7227171314742,0,0,1,1,0,0,,,95.393
True,False,False,False,False,False,False,True,False,True,False,False,True,2.0,600.0,930.0,600.0,960.0,660.0,1020.0,660.0,1020.0,True,"[32.7498306, 35.0699729]",5.670457975986278,802.7227171314742,0,0,1,1,0,0,חומוסייה,False,72.22
True,False,False,False,False,False,False,False,False,False,False,False,True,2.0,540.0,1200.0,540.0,1200.0,510.0,900.0,-1.0,-1.0,False,"[32.8472138, 35.0663026]",0.0,424.0,2,44,0,16,0,26,,,54.536
True,False,False,False,False,False,True,True,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8546591, 35.0654029]",5.670457975986278,802.7227171314742,0,9,0,0,0,9,,,58.152
True,True,True,False,False,False,False,False,False,True,True,True,True,1.0,660.0,1380.0,660.0,1380.0,660.0,900.0,1140.0,1380.0,False,"[32.8513453, 35.0695042]",1.83,291.212,6,52,3,20,0,21,פיצריות,False,83.599
True,True,False,False,False,False,False,True,False,True,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8513453, 35.0695042]",1.83,284.333,6,52,3,20,0,21,,,52.784
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8513453, 35.0695042]",1.83,284.333,6,52,3,20,0,21,,,51.25
True,True,True,True,False,False,True,False,False,True,True,False,True,2.0,720.0,1350.0,720.0,1380.0,660.0,840.0,1110.0,1380.0,False,"[32.8506667, 35.0705608]",1.83,284.333,5,59,9,22,2,23,,False,91.973
True,True,True,True,False,False,True,True,False,True,True,False,True,2.0,720.0,1350.0,720.0,1380.0,660.0,900.0,1230.0,1410.0,False,"[32.8506667, 35.0705608]",1.83,284.333,5,59,9,22,2,23,,False,94.0
True,True,False,False,True,True,True,True,False,True,True,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8510548, 35.0705392]",1.83,284.333,4,60,9,22,2,21,חומוסייה,False,52.498
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,600.0,1200.0,600.0,1200.0,660.0,900.0,-1.0,-1.0,False,"[32.8510548, 35.0705392]",1.83,284.333,4,60,9,22,2,21,,,63.478
True,True,True,False,False,False,True,True,False,True,False,False,True,1.0,720.0,1380.0,720.0,1380.0,-1.0,-1.0,1260.0,1380.0,False,"[32.8508946, 35.0711374]",1.83,284.333,6,61,9,22,2,25,פיצריות,False,89.668
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8505523, 35.0719296]",1.664,329.82,9,55,5,23,1,28,,,32.246
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,540.0,1020.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8503725, 35.072055]",1.83,284.333,10,55,3,23,1,28,,,31.499
True,False,False,False,False,False,False,False,False,True,False,True,True,2.0,390.0,960.0,390.0,960.0,390.0,900.0,-1.0,-1.0,False,"[32.8505063, 35.0723776]",1.664,329.82,13,55,3,23,0,27,,False,56.218
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,480.0,1080.0,480.0,1080.0,540.0,900.0,660.0,960.0,True,"[32.8505063, 35.0723776]",1.664,329.82,13,55,3,23,0,27,חומוסייה,False,51.25
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,-1.0,-1.0,True,"[32.8474763, 35.0726862]",1.83,360.0,2,45,0,19,2,22,,False,52.498
True,True,True,True,False,False,True,True,False,True,True,True,True,2.0,720.0,1620.0,720.0,1620.0,-1.0,-1.0,1020.0,1620.0,True,"[32.8492681, 35.0741869]",1.664,360.0,3,46,0,23,2,28,,False,93.371
True,True,True,False,False,False,True,True,False,True,True,True,False,2.0,660.0,1320.0,660.0,1320.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8427945, 35.070257]",0.0,724.333,9,67,1,19,3,22,שניצליה,True,86.0
True,True,True,False,False,False,False,True,False,True,False,True,False,2.0,690.0,1260.0,690.0,1260.0,630.0,930.0,-1.0,-1.0,False,"[32.84357, 35.0713698]",5.53,420.19,5,62,1,18,2,26,מסעדת בשרים,True,58.621
True,False,True,True,True,True,True,True,True,True,True,False,True,2.0,450.0,1380.0,450.0,1380.0,-1.0,-1.0,1050.0,1440.0,True,"[32.842966, 35.0710359]",5.53,430.222,6,63,2,17,2,21,בתי קפה,False,82.0
True,False,True,False,False,False,True,True,False,True,True,True,True,2.0,630.0,1320.0,630.0,1320.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8507131, 35.0770065]",0.0,724.333,2,42,0,11,3,22,,,85.999
True,False,True,True,False,False,True,True,False,True,True,False,True,2.0,540.0,1320.0,540.0,1320.0,540.0,1170.0,780.0,1050.0,True,"[32.853971, 35.0771256]",0.0,851.0,6,28,0,8,0,26,בתי קפה,False,81.55
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8512838, 35.0795219]",0.0,494.809,4,30,1,10,0,19,,,30.75
True,True,True,True,False,False,True,True,False,True,True,True,True,2.0,690.0,1440.0,690.0,1560.0,-1.0,-1.0,1200.0,1560.0,False,"[32.8513811, 35.0795865]",0.0,494.809,4,31,1,10,0,20,קייטרינג,False,59.131
True,False,False,False,False,False,False,False,False,False,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8551073, 35.0791765]",0.0,724.333,1,24,0,10,2,23,,,51.25
True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8514182, 35.081212]",0.0,291.0,6,26,0,9,0,21,,,10.5
False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8346479, 35.0727535]",0.388,919.193,2,53,0,20,1,14,,,51.25
True,True,True,True,False,False,True,True,True,True,True,False,True,2.0,720.0,1440.0,720.0,1440.0,720.0,840.0,1140.0,1440.0,False,"[32.8326267, 35.073701]",0.98,1096.0,7,67,2,26,2,13,,,84.0
True,True,False,False,False,False,False,True,False,True,True,True,True,2.0,420.0,1170.0,420.0,1170.0,360.0,900.0,-1.0,-1.0,False,"[32.8299442, 35.07423]",0.98,1096.0,12,78,1,29,1,8,מטבח ביתי,False,53.998
True,True,True,False,False,False,False,False,False,True,True,False,True,1.0,660.0,1380.0,660.0,1380.0,660.0,900.0,1110.0,1380.0,False,"[32.8331772, 35.0749474]",0.57,973.595,9,58,9,27,0,17,פיצריות,,84.0
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8332029, 35.075071]",0.57,973.595,9,57,9,27,0,14,,,51.25
True,False,False,False,False,False,False,False,True,True,True,False,True,1.0,600.0,1020.0,600.0,1020.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8337579, 35.075089]",0.0,786.6,9,56,8,23,0,14,,,92.0
True,True,True,False,True,False,True,True,True,True,True,True,True,1.0,600.0,1470.0,600.0,1470.0,-1.0,-1.0,1200.0,1410.0,False,"[32.8331697, 35.0752141]",0.0,1005.667,7,58,9,27,0,14,קונדיטוריה ומאפיות,True,90.0
True,True,True,False,False,False,False,True,False,True,False,True,False,2.0,660.0,1080.0,660.0,1080.0,510.0,870.0,-1.0,-1.0,False,"[32.83378, 35.075156]",0.0,786.6,9,56,8,23,0,14,,False,73.778
True,True,True,False,False,False,True,True,False,True,True,True,True,2.0,630.0,1440.0,630.0,1440.0,630.0,900.0,1110.0,1440.0,False,"[32.8285683, 35.0746446]",0.98,1096.0,16,61,5,23,1,8,,,99.993
True,True,False,False,False,False,False,True,True,True,True,False,True,1.0,630.0,1260.0,630.0,1260.0,630.0,900.0,-1.0,-1.0,False,"[32.8285683, 35.0746446]",0.98,1096.0,16,61,5,23,1,8,חומוסייה,True,88.0
True,True,False,False,False,False,False,True,False,True,True,True,False,2.0,630.0,1470.0,630.0,1470.0,-1.0,-1.0,1080.0,1470.0,True,"[32.8287829, 35.075021]",0.98,1096.0,16,65,5,27,1,9,,False,51.622
True,False,True,False,False,False,False,True,True,True,True,False,True,1.0,480.0,1260.0,480.0,1260.0,480.0,840.0,-1.0,-1.0,False,"[32.8288711, 35.0751186]",0.98,1096.0,16,65,5,28,1,9,חומוסייה,False,88.0
True,False,True,False,False,False,False,True,False,True,False,False,False,2.0,660.0,1320.0,660.0,1320.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8332169, 35.0758027]",0.0,786.6,7,56,9,26,0,12,,,45.756
True,False,True,False,False,False,False,True,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8333885, 35.0758047]",0.0,786.6,7,55,8,24,0,12,חומוסייה,,77.012
True,False,True,False,False,False,False,False,False,True,True,False,True,2.0,480.0,900.0,480.0,900.0,480.0,900.0,-1.0,-1.0,False,"[32.8318797, 35.0766126]",0.0,1005.667,0,58,0,28,0,14,בתי קפה,True,85.713
True,True,False,False,False,False,True,True,True,True,True,True,True,2.0,660.0,1440.0,660.0,1440.0,660.0,1680.0,720.0,1560.0,True,"[32.8210479, 35.0702865]",0.0,1121.45,19,69,9,31,3,18,מסעדת המבורגרים,False,79.999
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,600.0,1260.0,600.0,1260.0,540.0,900.0,-1.0,-1.0,False,"[32.8210479, 35.0702865]",0.0,1121.45,19,69,9,31,3,18,אוכל רחוב,False,51.294
True,True,True,True,False,True,True,True,False,True,False,False,False,2.0,720.0,1560.0,720.0,1560.0,720.0,960.0,1200.0,1620.0,False,"[32.8210479, 35.0702865]",0.0,1123.75,19,69,9,31,3,18,אוכל רחוב,True,62.867
True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8208642, 35.0704479]",0.0,1121.45,20,66,9,31,2,17,,,53.743
True,False,True,False,False,False,True,True,False,True,False,False,False,2.0,660.0,1320.0,660.0,1320.0,720.0,900.0,-1.0,-1.0,False,"[32.8210245, 35.0708212]",0.0,1121.45,20,67,9,32,2,17,פאבים וברים,False,48.253
True,True,True,True,False,False,True,True,False,True,True,True,True,2.0,600.0,1320.0,720.0,1320.0,630.0,1350.0,630.0,1350.0,True,"[32.8207718, 35.0707073]",0.0,1121.45,20,68,9,32,2,17,,False,89.989
True,True,True,False,False,False,True,True,False,True,True,False,True,1.0,720.0,1440.0,720.0,1440.0,720.0,960.0,-1.0,-1.0,False,"[32.8207718, 35.0707073]",0.0,1121.45,20,68,9,32,2,17,מסעדת בשרים,False,82.0
True,True,False,False,False,False,False,True,False,True,True,True,False,2.0,600.0,1200.0,600.0,1200.0,-1.0,-1.0,-1.0,-1.0,False,"[32.8263719, 35.0751387]",0.98,1096.0,17,69,6,27,2,13,,False,83.491
True,True,True,False,False,False,True,True,True,True,False,False,True,2.0,660.0,1440.0,660.0,1440.0,660.0,860.0,1110.0,1425.0,False,"[32.8260722, 35.0753101]",0.98,1096.0,17,72,7,29,2,13,,,84.0
