station_id,geo_location
31358,"{'lat': 32.805593, 'lng': 34.958132}"
1695,"{'lat': 32.816522, 'lng': 34.992567}"
29584,"{'lat': 32.797698, 'lng': 34.962122}"
30657,"{'lat': 32.784453, 'lng': 35.03132}"
29586,"{'lat': 32.812768, 'lng': 34.995907}"
29582,"{'lat': 32.809077, 'lng': 34.999384}"
29598,"{'lat': 32.826821, 'lng': 34.983675}"
29593,"{'lat': 32.81244, 'lng': 34.997133}"
29594,"{'lat': 32.812403, 'lng': 34.997109}"
29596,"{'lat': 32.813805, 'lng': 34.996002}"
29591,"{'lat': 32.810731, 'lng': 34.998427}"
30756,"{'lat': 32.831697, 'lng': 34.98461}"
31362,"{'lat': 32.798717, 'lng': 35.018116}"
31365,"{'lat': 32.806795, 'lng': 35.008529}"
11374,"{'lat': 32.812195, 'lng': 34.994706}"
11493,"{'lat': 32.780316, 'lng': 34.99188}"
13531,"{'lat': 32.778905, 'lng': 35.01965}"
11400,"{'lat': 32.798641, 'lng': 35.01134}"
11115,"{'lat': 32.797163, 'lng': 34.976675}"
11347,"{'lat': 32.819265, 'lng': 34.995896}"
11121,"{'lat': 32.796323, 'lng': 34.982665}"
11170,"{'lat': 32.778404, 'lng': 34.998883}"
11162,"{'lat': 32.785086, 'lng': 34.980783}"
11161,"{'lat': 32.785496, 'lng': 34.981925}"
11265,"{'lat': 32.816049, 'lng': 34.999401}"
11453,"{'lat': 32.826537, 'lng': 34.963502}"
11467,"{'lat': 32.798656, 'lng': 34.97322}"
11472,"{'lat': 32.796049, 'lng': 34.987089}"
11482,"{'lat': 32.797571, 'lng': 34.984257}"
11445,"{'lat': 32.814311, 'lng': 34.979622}"
11457,"{'lat': 32.814436, 'lng': 34.976744}"
